city,county,lat,long,state,zip
AMHERST,PHILLIPS,"+40.608363","-102.358200",CO,80721
ATWOOD,LOGAN,"+40.525066","-103.197305",CO,80722
BRUSH,MORGAN,"+40.218547","-103.613248",CO,80723
CROOK,LOGAN,"+40.852300","-103.074727",CO,80726
ECKLEY,YUMA,"+40.061126","-102.480300",CO,80727
FLEMING,LOGAN,"+40.598608","-102.874735",CO,80728
GROVER,WELD,"+40.820129","-104.168529",CO,80729
HAXTUN,PHILLIPS,"+40.601383","-102.523842",CO,80731
HEREFORD,WELD,"+40.975104","-104.305265",CO,80732
HILLROSE,MORGAN,"+40.345863","-103.505721",CO,80733
HOLYOKE,PHILLIPS,"+40.587166","-102.272326",CO,80734
IDALIA,YUMA,"+39.816703","-102.426235",CO,80735
ILIFF,LOGAN,"+40.784483","-102.960098",CO,80736
JULESBURG,SEDGWICK,"+40.875606","-102.351994",CO,80737
LINDON,WASHINGTON,"+39.790894","-103.414172",CO,80740
MERINO,LOGAN,"+40.632075","-103.413883",CO,80741
"NEW RAYMER",WELD,"+40.736271","-103.878656",CO,80742
OTIS,WASHINGTON,"+40.163025","-103.042516",CO,80743
OVID,SEDGWICK,"+40.875571","-102.358241",CO,80744
PADRONI,LOGAN,"+40.884156","-103.372814",CO,80745
PAOLI,PHILLIPS,"+40.610554","-102.472203",CO,80746
PEETZ,LOGAN,"+40.825442","-103.161820",CO,80747
SEDGWICK,SEDGWICK,"+40.875703","-102.440230",CO,80749
SNYDER,MORGAN,"+40.415193","-103.610575",CO,80750
STERLING,LOGAN,"+40.715081","-103.211191",CO,80751
STONEHAM,WELD,"+40.735758","-103.997391",CO,80754
VERNON,YUMA,"+39.812149","-102.434252",CO,80755
WOODROW,WASHINGTON,"+39.804985","-103.575210",CO,80757
WRAY,YUMA,"+40.068525","-102.392973",CO,80758
YUMA,YUMA,"+40.061817","-102.618522",CO,80759
ANTON,WASHINGTON,"+39.690908","-103.137281",CO,80801
ARAPAHOE,CHEYENNE,"+38.847485","-102.524932",CO,80802
ARRIBA,LINCOLN,"+39.316461","-103.323143",CO,80804
BETHUNE,"KIT CARSON","+39.293345","-102.433217",CO,80805
BURLINGTON,"KIT CARSON","+39.308966","-102.461287",CO,80807
CALHAN,"EL PASO","+38.940430","-104.282512",CO,80808
CASCADE,"EL PASO","+38.945534","-104.994972",CO,80809
"CHEYENNE WELLS",CHEYENNE,"+38.827259","-102.411537",CO,80810
COPE,WASHINGTON,"+39.684772","-102.990380",CO,80812
"CRIPPLE CREEK",TELLER,"+38.826084","-105.149874",CO,80813
DIVIDE,TELLER,"+38.923901","-105.185653",CO,80814
FLAGLER,"KIT CARSON","+39.325130","-102.783284",CO,80815
FLORISSANT,TELLER,"+38.855231","-105.190895",CO,80816
FOUNTAIN,"EL PASO","+38.663856","-104.652221",CO,80817
GENOA,LINCOLN,"+39.348432","-103.490650",CO,80818
"GREEN MOUNTAIN FALLS","EL PASO","+38.938930","-105.009444",CO,80819
GUFFEY,PARK,"+38.835374","-105.562124",CO,80820
HUGO,LINCOLN,"+39.022942","-103.457864",CO,80821
JOES,YUMA,"+39.959546","-102.500066",CO,80822
KARVAL,LINCOLN,"+38.806509","-103.474701",CO,80823
KIRK,YUMA,"+39.664421","-102.546469",CO,80824
"KIT CARSON",CHEYENNE,"+38.827174","-102.598136",CO,80825
LIMON,LINCOLN,"+39.041435","-103.604851",CO,80826
"LAKE GEORGE",PARK,"+38.980056","-105.514472",CO,80827
"MANITOU SPRINGS","EL PASO","+38.853366","-104.927452",CO,80829
MATHESON,ELBERT,"+39.114381","-103.900144",CO,80830
PEYTON,"EL PASO","+38.984206","-104.526328",CO,80831
RAMAH,"EL PASO","+39.035064","-104.163326",CO,80832
RUSH,"EL PASO","+38.818756","-104.117904",CO,80833
SEIBERT,"KIT CARSON","+39.322355","-102.881192",CO,80834
SIMLA,ELBERT,"+39.208696","-104.070186",CO,80835
STRATTON,"KIT CARSON","+39.304913","-102.673010",CO,80836
"U S A F ACADEMY","EL PASO","+38.979235","-104.860561",CO,80840
VICTOR,TELLER,"+38.731005","-105.132073",CO,80860
VONA,"KIT CARSON","+39.311151","-102.742290",CO,80861
"WILD HORSE",CHEYENNE,"+38.804111","-103.079761",CO,80862
"WOODLAND PARK",TELLER,"+38.918437","-105.166398",CO,80863
YODER,"EL PASO","+38.738943","-104.193088",CO,80864
"COLORADO SPRINGS","EL PASO","+38.861469","-104.857828",CO,80901
PUEBLO,PUEBLO,"+38.344117","-104.427776",CO,81001
"COLORADO CITY",PUEBLO,"+37.887346","-104.613617",CO,81019
AGUILAR,"LAS ANIMAS","+37.381577","-104.653809",CO,81020
ARLINGTON,KIOWA,"+38.430393","-103.366655",CO,81021
AVONDALE,PUEBLO,"+38.102502","-104.529794",CO,81022
BEULAH,PUEBLO,"+38.127363","-104.635770",CO,81023
BONCARBO,"LAS ANIMAS","+37.208109","-104.719787",CO,81024
BOONE,PUEBLO,"+38.319575","-104.209119",CO,81025
BRANSON,"LAS ANIMAS","+37.232444","-103.722865",CO,81027
CAMPO,BACA,"+37.184434","-102.473938",CO,81029
CHERAW,OTERO,"+38.102941","-103.536700",CO,81030
CROWLEY,CROWLEY,"+38.229447","-103.804241",CO,81033
EADS,KIOWA,"+38.440752","-102.554901",CO,81036
"FORT LYON",BENT,"+37.955547","-103.072469",CO,81038
FOWLER,OTERO,"+37.981460","-103.967799",CO,81039
GARDNER,HUERFANO,"+37.787772","-105.184870",CO,81040
GRANADA,PROWERS,"+37.870309","-102.367626",CO,81041
GULNARE,"LAS ANIMAS","+37.315263","-104.734610",CO,81042
HARTMAN,PROWERS,"+38.119522","-102.216833",CO,81043
HASTY,BENT,"+37.959036","-103.015041",CO,81044
HASWELL,KIOWA,"+38.440077","-103.130677",CO,81045
HOEHNE,"LAS ANIMAS","+37.279584","-104.358375",CO,81046
HOLLY,PROWERS,"+37.956511","-102.335202",CO,81047
KIM,"LAS ANIMAS","+37.332760","-103.373586",CO,81049
"LA JUNTA",OTERO,"+37.954619","-103.664437",CO,81050
LAMAR,PROWERS,"+37.955488","-102.436416",CO,81052
"LAS ANIMAS",BENT,"+37.923031","-103.088444",CO,81054
"LA VETA",HUERFANO,"+37.511672","-105.057545",CO,81055
"MC CLAVE",BENT,"+38.085032","-102.886910",CO,81057
MANZANOLA,OTERO,"+38.082793","-103.885189",CO,81058
MODEL,"LAS ANIMAS","+37.519198","-104.223007",CO,81059
"OLNEY SPRINGS",CROWLEY,"+38.327723","-103.953208",CO,81062
ORDWAY,CROWLEY,"+38.317486","-103.780036",CO,81063
PRITCHETT,BACA,"+37.272262","-102.914489",CO,81064
WALSENBURG,HUERFANO,"+37.712093","-105.344931",CO,81066
"ROCKY FORD",OTERO,"+37.995867","-103.708332",CO,81067
RYE,PUEBLO,"+37.936061","-104.874843",CO,81069
"SHERIDAN LAKE",KIOWA,"+38.441431","-102.604797",CO,81071
SPRINGFIELD,BACA,"+37.371522","-102.677359",CO,81073
STARKVILLE,"LAS ANIMAS","+37.121029","-104.523155",CO,81074
"SUGAR CITY",CROWLEY,"+38.315371","-103.599555",CO,81076
SWINK,OTERO,"+38.054962","-103.619493",CO,81077
TRINCHERA,"LAS ANIMAS","+37.099900","-104.132767",CO,81081
TRINIDAD,"LAS ANIMAS","+37.269059","-104.503800",CO,81082
"TWO BUTTES",BACA,"+37.521432","-102.433241",CO,81084
VILAS,BACA,"+37.339950","-102.491522",CO,81087
WALSH,BACA,"+37.368042","-102.265146",CO,81090
WESTON,"LAS ANIMAS","+37.190046","-104.795074",CO,81091
WILEY,PROWERS,"+38.189902","-102.705397",CO,81092
ALAMOSA,ALAMOSA,"+37.479933","-105.790967",CO,81101
ANTONITO,CONEJOS,"+37.135059","-106.190367",CO,81120
ARBOLES,ARCHULETA,"+37.109225","-107.311830",CO,81121
BAYFIELD,"LA PLATA","+37.292065","-107.736318",CO,81122
BLANCA,COSTILLA,"+37.435812","-105.573480",CO,81123
CAPULIN,CONEJOS,"+37.304205","-106.127935",CO,81124
CENTER,SAGUACHE,"+37.869875","-106.046711",CO,81125
CHAMA,COSTILLA,"+37.326735","-105.450502",CO,81126
"CHIMNEY ROCK",ARCHULETA,"+37.250704","-107.321138",CO,81127
CHROMO,ARCHULETA,"+37.130148","-106.821686",CO,81128
CONEJOS,CONEJOS,"+37.101134","-106.026480",CO,81129
CREEDE,MINERAL,"+37.761293","-106.981852",CO,81130
CRESTONE,SAGUACHE,"+37.953038","-105.687880",CO,81131
"DEL NORTE","RIO GRANDE","+37.644684","-106.407311",CO,81132
"FORT GARLAND",COSTILLA,"+37.403455","-105.415437",CO,81133
GARCIA,COSTILLA,"+37.092195","-105.530023",CO,81134
HOMELAKE,"RIO GRANDE","+37.615741","-106.375292",CO,81135
HOOPER,ALAMOSA,"+37.699184","-105.873616",CO,81136
IGNACIO,"LA PLATA","+37.114844","-107.659745",CO,81137
JAROSO,COSTILLA,"+37.197731","-105.429395",CO,81138
"LA JARA",CONEJOS,"+37.276566","-106.007989",CO,81140
MANASSA,CONEJOS,"+37.175463","-105.927841",CO,81141
MOFFAT,SAGUACHE,"+38.065284","-105.817955",CO,81143
"MONTE VISTA","RIO GRANDE","+37.570515","-106.345624",CO,81144
MOSCA,ALAMOSA,"+37.631025","-105.773133",CO,81146
"PAGOSA SPRINGS",ARCHULETA,"+37.202251","-107.126190",CO,81147
ROMEO,CONEJOS,"+37.172101","-105.985811",CO,81148
SAGUACHE,SAGUACHE,"+38.181206","-106.351826",CO,81149
SANFORD,CONEJOS,"+37.255221","-105.848097",CO,81151
"SAN LUIS",COSTILLA,"+37.106599","-105.478130",CO,81152
"SAN PABLO",COSTILLA,"+37.202995","-105.418718",CO,81153
"SOUTH FORK","RIO GRANDE","+37.638307","-106.597775",CO,81154
"VILLA GROVE",SAGUACHE,"+38.306022","-106.046577",CO,81155
SALIDA,CHAFFEE,"+38.629119","-106.120582",CO,81201
ALMONT,GUNNISON,"+38.820006","-106.660278",CO,81210
"BUENA VISTA",CHAFFEE,"+38.885032","-106.179938",CO,81211
"CANON CITY",FREMONT,"+38.477727","-105.507603",CO,81212
CIMARRON,MONTROSE,"+38.416326","-107.529303",CO,81220
"COAL CREEK",FREMONT,"+38.338919","-105.159722",CO,81221
COALDALE,FREMONT,"+38.382377","-105.784315",CO,81222
COTOPAXI,FREMONT,"+38.439983","-105.496490",CO,81223
"CRESTED BUTTE",GUNNISON,"+38.880713","-106.948680",CO,81224
FLORENCE,FREMONT,"+38.355202","-105.254782",CO,81226
MONARCH,CHAFFEE,"+38.545757","-106.243422",CO,81227
GRANITE,CHAFFEE,"+39.030747","-106.256615",CO,81228
GUNNISON,GUNNISON,"+38.528323","-107.037294",CO,81230
HILLSIDE,FREMONT,"+38.285533","-105.642451",CO,81232
HOWARD,FREMONT,"+38.410012","-105.769848",CO,81233
"LAKE CITY",HINSDALE,"+38.026256","-107.276581",CO,81235
NATHROP,CHAFFEE,"+38.747896","-106.251196",CO,81236
"OHIO CITY",GUNNISON,"+38.590788","-106.602838",CO,81237
PARLIN,GUNNISON,"+38.537083","-106.635214",CO,81239
PENROSE,FREMONT,"+38.414125","-105.047277",CO,81240
PITKIN,GUNNISON,"+38.589072","-106.570985",CO,81241
"PONCHA SPRINGS",CHAFFEE,"+38.471892","-106.097284",CO,81242
POWDERHORN,GUNNISON,"+38.270602","-107.302888",CO,81243
ROCKVALE,FREMONT,"+38.336184","-105.221140",CO,81244
SARGENTS,SAGUACHE,"+38.403295","-106.416083",CO,81248
"TWIN LAKES",LAKE,"+39.151466","-106.422616",CO,81251
WESTCLIFFE,CUSTER,"+38.095173","-105.421953",CO,81252
WETMORE,CUSTER,"+38.121657","-105.147660",CO,81253
DURANGO,"LA PLATA","+37.318364","-107.880367",CO,81301
CAHONE,DOLORES,"+37.718233","-108.791671",CO,81320
CORTEZ,MONTEZUMA,"+37.373594","-108.662826",CO,81321
DOLORES,MONTEZUMA,"+37.469333","-108.352450",CO,81323
"DOVE CREEK",DOLORES,"+37.711532","-108.924334",CO,81324
EGNAR,"SAN MIGUEL","+37.929371","-108.846067",CO,81325
HESPERUS,"LA PLATA","+37.205423","-108.138519",CO,81326
LEWIS,MONTEZUMA,"+37.458047","-108.655638",CO,81327
MANCOS,MONTEZUMA,"+37.336041","-108.468364",CO,81328
MARVEL,"LA PLATA","+37.092605","-108.125194",CO,81329
"MESA VERDE NATIONAL PARK",MONTEZUMA,"+37.319207","-108.509012",CO,81330
"PLEASANT VIEW",MONTEZUMA,"+37.551564","-108.829926",CO,81331
RICO,DOLORES,"+37.690498","-108.032410",CO,81332
TOWAOC,MONTEZUMA,"+37.319207","-108.509012",CO,81334
"YELLOW JACKET",MONTEZUMA,"+37.508114","-108.744007",CO,81335
MONTROSE,MONTROSE,"+38.443069","-108.050689",CO,81401
AUSTIN,DELTA,"+38.805013","-107.983125",CO,81410
BEDROCK,MONTROSE,"+38.348670","-108.937369",CO,81411
CEDAREDGE,DELTA,"+38.881646","-107.795704",CO,81413
CORY,DELTA,"+38.788697","-107.986174",CO,81414
CRAWFORD,DELTA,"+38.767652","-107.630890",CO,81415
DELTA,DELTA,"+38.785768","-107.970780",CO,81416
ECKERT,DELTA,"+38.875340","-107.961178",CO,81418
HOTCHKISS,DELTA,"+38.859973","-107.752349",CO,81419
LAZEAR,DELTA,"+38.781745","-107.780778",CO,81420
MAHER,DELTA,"+38.942927","-107.939831",CO,81421
NATURITA,MONTROSE,"+38.269387","-108.574539",CO,81422
NORWOOD,"SAN MIGUEL","+38.028899","-108.316049",CO,81423
NUCLA,MONTROSE,"+38.310689","-108.576690",CO,81424
OLATHE,MONTROSE,"+38.497566","-108.078623",CO,81425
OPHIR,"SAN MIGUEL","+37.843026","-107.864540",CO,81426
OURAY,OURAY,"+38.087654","-107.728712",CO,81427
PAONIA,DELTA,"+38.877198","-107.609167",CO,81428
PARADOX,MONTROSE,"+38.371101","-108.969823",CO,81429
PLACERVILLE,"SAN MIGUEL","+38.059321","-107.990438",CO,81430
REDVALE,MONTROSE,"+38.192224","-108.415514",CO,81431
RIDGWAY,OURAY,"+38.177464","-107.727360",CO,81432
SILVERTON,"SAN JUAN","+37.848391","-107.680381",CO,81433
SOMERSET,GUNNISON,"+38.988409","-107.231438",CO,81434
TELLURIDE,"SAN MIGUEL","+37.983589","-107.956606",CO,81435
"GRAND JUNCTION",MESA,"+39.069019","-108.583126",CO,81501
CLIFTON,MESA,"+39.082460","-108.404055",CO,81520
FRUITA,MESA,"+39.149614","-108.685164",CO,81521
GATEWAY,MESA,"+38.678448","-108.971863",CO,81522
"GLADE PARK",MESA,"+38.989416","-108.780970",CO,81523
LOMA,MESA,"+39.256425","-108.784460",CO,81524
MACK,MESA,"+39.246379","-108.933957",CO,81525
PALISADE,MESA,"+39.095369","-108.299254",CO,81526
WHITEWATER,MESA,"+38.814573","-108.604695",CO,81527
"GLENWOOD SPRINGS",GARFIELD,"+39.500281","-107.585235",CO,81601
DINOSAUR,MOFFAT,"+40.367150","-108.277407",CO,81610
ASPEN,PITKIN,"+39.169324","-106.776744",CO,81611
"SNOWMASS VILLAGE",PITKIN,"+39.206518","-106.868877",CO,81615
AVON,EAGLE,"+39.631349","-106.510843",CO,81620
BASALT,EAGLE,"+39.495223","-106.804842",CO,81621
CARBONDALE,GARFIELD,"+39.476857","-107.388130",CO,81623
COLLBRAN,MESA,"+39.205633","-107.929135",CO,81624
CRAIG,MOFFAT,"+40.612421","-108.009784",CO,81625
"DE BEQUE",MESA,"+39.292409","-108.210688",CO,81630
EAGLE,EAGLE,"+39.607401","-106.805111",CO,81631
EDWARDS,EAGLE,"+39.638166","-106.620644",CO,81632
PARACHUTE,GARFIELD,"+39.458498","-107.878874",CO,81635
"BATTLEMENT MESA",GARFIELD,"+39.430535","-108.023924",CO,81636
GYPSUM,EAGLE,"+39.615505","-106.895722",CO,81637
HAMILTON,MOFFAT,"+40.297591","-107.665731",CO,81638
HAYDEN,ROUTT,"+40.438195","-107.277181",CO,81639
MAYBELL,MOFFAT,"+40.673756","-108.369943",CO,81640
MEEKER,"RIO BLANCO","+39.967864","-108.043592",CO,81641
MEREDITH,PITKIN,"+39.294737","-106.715287",CO,81642
MESA,MESA,"+39.149320","-108.169723",CO,81643
MINTURN,EAGLE,"+39.580461","-106.417574",CO,81645
MOLINA,MESA,"+39.165152","-108.076508",CO,81646
"NEW CASTLE",GARFIELD,"+39.597433","-107.566159",CO,81647
RANGELY,"RIO BLANCO","+39.936331","-108.650793",CO,81648
"RED CLIFF",EAGLE,"+39.458351","-106.385056",CO,81649
RIFLE,GARFIELD,"+39.582273","-107.794723",CO,81650
SILT,GARFIELD,"+39.502817","-107.665664",CO,81652
SLATER,MOFFAT,"+40.997896","-107.338770",CO,81653
SNOWMASS,PITKIN,"+39.251721","-106.922425",CO,81654
WOLCOTT,EAGLE,"+39.790730","-106.696372",CO,81655
"WOODY CREEK",PITKIN,"+39.283116","-106.898514",CO,81656
VAIL,EAGLE,"+39.582400","-106.448730",CO,81657
CHEYENNE,LARAMIE,"+41.251730","-104.562640",WY,82001
"FE WARREN AFB",LARAMIE,"+41.139057","-104.862947",WY,82005
ALBIN,LARAMIE,"+41.335468","-104.249495",WY,82050
BOSLER,ALBANY,"+41.464065","-105.676771",WY,82051
BUFORD,ALBANY,"+41.110146","-105.325712",WY,82052
BURNS,LARAMIE,"+41.235922","-104.378477",WY,82053
CARPENTER,LARAMIE,"+41.097376","-104.356347",WY,82054
CENTENNIAL,ALBANY,"+41.311739","-105.847938",WY,82055
GARRETT,ALBANY,"+42.203504","-105.677952",WY,82058
"GRANITE CANON",LARAMIE,"+41.047337","-105.151706",WY,82059
HILLSDALE,LARAMIE,"+41.213557","-104.493307",WY,82060
"HORSE CREEK",LARAMIE,"+41.435318","-105.141679",WY,82061
JELM,ALBANY,"+41.053927","-106.076251",WY,82063
LARAMIE,ALBANY,"+41.439020","-105.801022",WY,82070
MERIDEN,LARAMIE,"+41.513944","-104.441122",WY,82081
"PINE BLUFFS",LARAMIE,"+41.277286","-104.205462",WY,82082
"ROCK RIVER",ALBANY,"+42.023074","-105.514610",WY,82083
"TIE SIDING",ALBANY,"+41.271207","-105.486538",WY,82084
"YELLOWSTONE NATIONAL PARK",PARK,"+44.795733","-110.613731",WY,82190
WHEATLAND,PLATTE,"+42.013984","-104.967405",WY,82201
CHUGWATER,PLATTE,"+41.740640","-104.871308",WY,82210
"FORT LARAMIE",GOSHEN,"+42.213334","-104.518529",WY,82212
GLENDO,PLATTE,"+42.481824","-104.980954",WY,82213
GUERNSEY,PLATTE,"+42.256819","-104.786912",WY,82214
HARTVILLE,PLATTE,"+42.321218","-104.722426",WY,82215
"HAWK SPRINGS",GOSHEN,"+42.088115","-104.354049",WY,82217
HUNTLEY,GOSHEN,"+42.088115","-104.354049",WY,82218
"JAY EM",GOSHEN,"+42.088115","-104.354049",WY,82219
LAGRANGE,GOSHEN,"+42.088115","-104.354049",WY,82221
"LANCE CREEK",NIOBRARA,"+43.152195","-104.591980",WY,82222
LINGLE,GOSHEN,"+42.137939","-104.351273",WY,82223
"LOST SPRINGS",CONVERSE,"+42.987443","-104.919086",WY,82224
LUSK,NIOBRARA,"+42.964197","-104.385106",WY,82225
MANVILLE,NIOBRARA,"+42.730010","-104.702397",WY,82227
SHAWNEE,CONVERSE,"+42.787675","-105.063337",WY,82229
TORRINGTON,GOSHEN,"+42.072314","-104.187474",WY,82240
"VAN TASSELL",NIOBRARA,"+42.703263","-104.140785",WY,82242
VETERAN,GOSHEN,"+42.088115","-104.354049",WY,82243
YODER,GOSHEN,"+42.088115","-104.354049",WY,82244
RAWLINS,CARBON,"+41.538075","-106.921959",WY,82301
"JEFFREY CITY",FREMONT,"+42.472474","-107.760978",WY,82310
BAGGS,CARBON,"+41.025579","-107.569976",WY,82321
BAIROIL,SWEETWATER,"+42.239404","-107.558882",WY,82322
DIXON,CARBON,"+41.031513","-107.642891",WY,82323
"ELK MOUNTAIN",CARBON,"+41.687359","-106.414629",WY,82324
ENCAMPMENT,CARBON,"+41.224462","-106.790506",WY,82325
HANNA,CARBON,"+41.869647","-106.552216",WY,82327
"MEDICINE BOW",CARBON,"+41.834011","-106.180829",WY,82329
SARATOGA,CARBON,"+41.497994","-106.753979",WY,82331
SAVERY,CARBON,"+41.027293","-107.634563",WY,82332
SINCLAIR,CARBON,"+41.780239","-107.117226",WY,82334
WALCOTT,CARBON,"+41.716940","-106.999195",WY,82335
WAMSUTTER,SWEETWATER,"+41.853191","-107.851852",WY,82336
WORLAND,WASHAKIE,"+44.008105","-108.141457",WY,82401
BASIN,"BIG HORN","+44.346935","-108.165824",WY,82410
BURLINGTON,"BIG HORN","+44.436282","-108.470326",WY,82411
BYRON,"BIG HORN","+44.784396","-108.543965",WY,82412
CODY,PARK,"+44.541637","-109.436585",WY,82414
COWLEY,"BIG HORN","+44.884137","-108.463779",WY,82420
DEAVER,"BIG HORN","+44.702955","-108.335432",WY,82421
EMBLEM,"BIG HORN","+44.583633","-107.883519",WY,82422
FRANNIE,PARK,"+44.971811","-108.622097",WY,82423
GREYBULL,"BIG HORN","+44.477394","-108.130553",WY,82426
"HAMILTON DOME","HOT SPRINGS","+43.769760","-108.454106",WY,82427
HYATTVILLE,"BIG HORN","+44.217942","-107.681792",WY,82428
KIRBY,"HOT SPRINGS","+43.804189","-108.180469",WY,82430
LOVELL,"BIG HORN","+44.584242","-108.264522",WY,82431
MANDERSON,"BIG HORN","+44.303336","-107.859760",WY,82432
MEETEETSE,PARK,"+44.165967","-108.916862",WY,82433
OTTO,"BIG HORN","+44.532074","-108.423412",WY,82434
POWELL,PARK,"+44.615962","-108.948914",WY,82435
RALSTON,PARK,"+44.694960","-108.883283",WY,82440
SHELL,"BIG HORN","+44.601118","-107.788860",WY,82441
"TEN SLEEP",WASHAKIE,"+43.908687","-107.530662",WY,82442
THERMOPOLIS,"HOT SPRINGS","+43.775844","-108.383949",WY,82443
WAPITI,PARK,"+44.463071","-109.415501",WY,82450
RIVERTON,FREMONT,"+43.180647","-108.925734",WY,82501
ARAPAHOE,FREMONT,"+43.035809","-108.584486",WY,82510
CROWHEART,FREMONT,"+43.362997","-109.221657",WY,82512
DUBOIS,FREMONT,"+43.549861","-109.704749",WY,82513
"FORT WASHAKIE",FREMONT,"+43.059931","-108.879125",WY,82514
HUDSON,FREMONT,"+42.900791","-108.582745",WY,82515
KINNEAR,FREMONT,"+43.267755","-108.933381",WY,82516
LANDER,FREMONT,"+42.920832","-108.591264",WY,82520
PAVILLION,FREMONT,"+43.362321","-108.699805",WY,82523
"SAINT STEPHENS",FREMONT,"+42.998588","-108.571910",WY,82524
CASPER,NATRONA,"+42.859875","-106.312561",WY,82601
"SHIRLEY BASIN",CARBON,"+41.716940","-106.999195",WY,82615
ALCOVA,NATRONA,"+42.530223","-106.759971",WY,82620
ARMINTO,NATRONA,"+42.966192","-106.807047",WY,82630
BILL,CONVERSE,"+42.894249","-105.485243",WY,82631
DOUGLAS,CONVERSE,"+42.894084","-105.389691",WY,82633
EDGERTON,NATRONA,"+43.407351","-106.263808",WY,82635
EVANSVILLE,NATRONA,"+42.899153","-106.175375",WY,82636
GLENROCK,CONVERSE,"+42.780251","-105.871922",WY,82637
HILAND,NATRONA,"+42.966192","-106.807047",WY,82638
KAYCEE,JOHNSON,"+43.720933","-106.541709",WY,82639
LINCH,JOHNSON,"+43.565149","-106.172827",WY,82640
LYSITE,FREMONT,"+43.282255","-107.815622",WY,82642
MIDWEST,NATRONA,"+43.405584","-106.278264",WY,82643
MILLS,NATRONA,"+42.947954","-106.444584",WY,82644
NATRONA,NATRONA,"+42.966192","-106.807047",WY,82646
"POWDER RIVER",NATRONA,"+42.966192","-106.807047",WY,82648
SHOSHONI,FREMONT,"+43.191539","-108.009659",WY,82649
NEWCASTLE,WESTON,"+43.839700","-104.567814",WY,82701
ALADDIN,CROOK,"+44.738184","-104.288519",WY,82710
ALVA,CROOK,"+44.687340","-104.441353",WY,82711
BEULAH,CROOK,"+44.543625","-104.074532",WY,82712
CARLILE,CROOK,"+44.525891","-104.767846",WY,82713
"DEVILS TOWER",CROOK,"+44.524758","-104.686692",WY,82714
"FOUR CORNERS",WESTON,"+43.840033","-104.568128",WY,82715
GILLETTE,CAMPBELL,"+44.377283","-105.550237",WY,82716
HULETT,CROOK,"+44.675348","-104.661438",WY,82720
MOORCROFT,CROOK,"+44.415431","-104.838916",WY,82721
OSAGE,WESTON,"+44.046310","-104.360224",WY,82723
RECLUSE,CAMPBELL,"+44.851059","-105.669641",WY,82725
ROZET,CAMPBELL,"+44.412924","-105.529275",WY,82727
SUNDANCE,CROOK,"+44.352274","-104.420625",WY,82729
UPTON,WESTON,"+43.937319","-104.620856",WY,82730
WESTON,CAMPBELL,"+44.770503","-105.358147",WY,82731
WRIGHT,CAMPBELL,"+43.761422","-105.520135",WY,82732
SHERIDAN,SHERIDAN,"+44.780378","-106.837563",WY,82801
ARVADA,SHERIDAN,"+44.731059","-106.392413",WY,82831
BANNER,SHERIDAN,"+44.768801","-106.555587",WY,82832
"BIG HORN",SHERIDAN,"+44.653104","-107.024713",WY,82833
BUFFALO,JOHNSON,"+44.122611","-106.561068",WY,82834
CLEARMONT,SHERIDAN,"+44.770346","-106.425278",WY,82835
DAYTON,SHERIDAN,"+44.870973","-107.330606",WY,82836
LEITER,SHERIDAN,"+44.783153","-106.280598",WY,82837
PARKMAN,SHERIDAN,"+44.808925","-107.135181",WY,82838
RANCHESTER,SHERIDAN,"+44.917078","-107.173995",WY,82839
SADDLESTRING,JOHNSON,"+44.497609","-106.870963",WY,82840
STORY,SHERIDAN,"+44.580015","-106.897795",WY,82842
WOLF,SHERIDAN,"+44.850012","-107.185309",WY,82844
WYARNO,SHERIDAN,"+44.753413","-106.694907",WY,82845
"ROCK SPRINGS",SWEETWATER,"+41.634515","-109.149045",WY,82901
BONDURANT,SUBLETTE,"+43.221022","-110.152755",WY,82922
BOULDER,SUBLETTE,"+42.723092","-109.582132",WY,82923
CORA,SUBLETTE,"+43.125465","-109.981117",WY,82925
"LITTLE AMERICA",SWEETWATER,"+41.758101","-109.745873",WY,82929
EVANSTON,UINTA,"+41.233758","-110.664401",WY,82930
FARSON,SWEETWATER,"+42.083362","-109.418358",WY,82932
"FORT BRIDGER",UINTA,"+41.295023","-110.399094",WY,82933
GRANGER,SWEETWATER,"+41.537225","-109.763045",WY,82934
"GREEN RIVER",SWEETWATER,"+41.514370","-109.427616",WY,82935
LONETREE,UINTA,"+41.024224","-110.173336",WY,82936
LYMAN,UINTA,"+41.331817","-110.303367",WY,82937
"MC KINNON",SWEETWATER,"+41.251079","-109.275019",WY,82938
"MOUNTAIN VIEW",UINTA,"+41.233491","-110.337157",WY,82939
PINEDALE,SUBLETTE,"+42.849757","-109.938968",WY,82941
"POINT OF ROCKS",SWEETWATER,"+41.653038","-108.525247",WY,82942
RELIANCE,SWEETWATER,"+41.669845","-109.191857",WY,82943
ROBERTSON,UINTA,"+41.099266","-110.500655",WY,82944
SUPERIOR,SWEETWATER,"+41.764300","-108.968062",WY,82945
JACKSON,TETON,"+43.452793","-110.739266",WY,83001
KELLY,TETON,"+43.950896","-110.553181",WY,83011
MOOSE,TETON,"+43.550144","-110.747494",WY,83012
MORAN,TETON,"+43.950896","-110.553181",WY,83013
WILSON,TETON,"+43.482361","-110.839782",WY,83014
"TETON VILLAGE",TETON,"+43.443851","-110.694002",WY,83025
KEMMERER,LINCOLN,"+42.368433","-110.514132",WY,83101
AFTON,LINCOLN,"+42.711296","-110.619734",WY,83110
AUBURN,LINCOLN,"+42.478175","-110.981561",WY,83111
BEDFORD,LINCOLN,"+42.870100","-110.940062",WY,83112
